method,power,fdp,seed
vanilla,0.98,0.14035087719298245,296
multiple,1,0.038461538461538464,296
vanilla,0.98,0.07547169811320754,297
multiple,1,0,297
vanilla,0.94,0.14545454545454545,298
multiple,0.98,0.07547169811320754,298
vanilla,0.98,0.10909090909090909,299
multiple,0.98,0,299
vanilla,1,0.05660377358490566,300
multiple,1,0.038461538461538464,300
