method,power,fdp,seed
vanilla,0.92,0.16363636363636364,26
multiple,0.84,0,26
vanilla,0.8,0.1111111111111111,27
multiple,0.74,0.02631578947368421,27
vanilla,0.92,0.061224489795918366,28
multiple,0.78,0.025,28
vanilla,0.68,0.02857142857142857,29
multiple,0.76,0.02564102564102564,29
vanilla,0.84,0.10638297872340426,30
multiple,0.8,0.024390243902439025,30
