method,power,fdp,seed
vanilla,0.92,0.041666666666666664,66
multiple,0.96,0.058823529411764705,66
vanilla,0.94,0.11320754716981132,67
multiple,1,0,67
vanilla,0.98,0.057692307692307696,68
multiple,1,0.038461538461538464,68
vanilla,0.96,0.07692307692307693,69
multiple,0.96,0,69
vanilla,1,0.16666666666666666,70
multiple,1,0.0196078431372549,70
