method,power,fdp,seed
vanilla,0.86,0.022727272727272728,21
multiple,0.82,0,21
vanilla,0.8,0.024390243902439025,22
multiple,0.84,0.023255813953488372,22
vanilla,0.96,0.058823529411764705,23
multiple,0.98,0.02,23
vanilla,0.88,0.022222222222222223,24
multiple,0.92,0.02127659574468085,24
vanilla,0.9,0.0425531914893617,25
multiple,0.98,0,25
