method,power,fdp,seed
vanilla,0.96,0.09433962264150944,486
multiple,0.96,0.02040816326530612,486
vanilla,0.88,0.043478260869565216,487
multiple,0.88,0.022222222222222223,487
vanilla,0.88,0.022222222222222223,488
multiple,0.84,0,488
vanilla,0.7,0.027777777777777776,489
multiple,0.74,0,489
vanilla,0.78,0.09302325581395349,490
multiple,0.92,0.08,490
