method,power,fdp,seed
vanilla,0.96,0.12727272727272726,111
multiple,0.98,0,111
vanilla,0.96,0.15789473684210525,112
multiple,0.98,0.0392156862745098,112
vanilla,0.96,0.04,113
multiple,0.96,0.02040816326530612,113
vanilla,0.92,0,114
multiple,0.94,0.0784313725490196,114
vanilla,0.9,0,115
multiple,0.98,0,115
