method,power,fdp,seed
vanilla,0.94,0.06,461
multiple,0.98,0.02,461
vanilla,0.84,0,462
multiple,0.98,0.02,462
vanilla,0.96,0,463
multiple,1,0,463
vanilla,0.98,0.14035087719298245,464
multiple,0.98,0.0392156862745098,464
vanilla,0.96,0.04,465
multiple,1,0.0196078431372549,465
