method,power,fdp,seed
vanilla,0.94,0.06,446
multiple,0.78,0.025,446
vanilla,0.24,0,447
multiple,0,0,447
vanilla,0.44,0.043478260869565216,448
multiple,0.52,0.037037037037037035,448
vanilla,0.52,0.037037037037037035,449
multiple,0.64,0.030303030303030304,449
vanilla,0.84,0.023255813953488372,450
multiple,0.84,0,450
