method,power,fdp,seed
vanilla,0.98,0.07547169811320754,431
multiple,1,0.0196078431372549,431
vanilla,1,0.16666666666666666,432
multiple,1,0,432
vanilla,0.98,0.0392156862745098,433
multiple,1,0,433
vanilla,0.98,0.07547169811320754,434
multiple,1,0,434
vanilla,0.86,0,435
multiple,1,0.0196078431372549,435
