method,power,fdp,seed
vanilla,0.66,0,176
multiple,0.76,0,176
vanilla,0.78,0.04878048780487805,177
multiple,0.74,0,177
vanilla,0.94,0.12962962962962962,178
multiple,0.86,0.044444444444444446,178
vanilla,0.94,0.16071428571428573,179
multiple,0.72,0,179
vanilla,0.78,0.04878048780487805,180
multiple,0.58,0.03333333333333333,180
