method,power,fdp,seed
vanilla,0.98,0.125,31
multiple,1,0.05660377358490566,31
vanilla,0.9,0.021739130434782608,32
multiple,0.94,0,32
vanilla,0.96,0.12727272727272726,33
multiple,0.94,0,33
vanilla,0.98,0.125,34
multiple,0.98,0.02,34
vanilla,0.98,0.07547169811320754,35
multiple,1,0,35
