method,power,fdp,seed
vanilla,0.88,0.022222222222222223,101
multiple,0.94,0,101
vanilla,0.94,0.12962962962962962,102
multiple,0.9,0.0625,102
vanilla,1,0.16666666666666666,103
multiple,0.9,0.0625,103
vanilla,0.88,0.043478260869565216,104
multiple,0.8,0,104
vanilla,0.94,0.21666666666666667,105
multiple,0.88,0,105
