method,power,fdp,seed
vanilla,0.9,0.1346153846153846,216
multiple,0.94,0.020833333333333332,216
vanilla,0.88,0.13725490196078433,217
multiple,0.82,0.023809523809523808,217
vanilla,0.92,0.08,218
multiple,0.9,0,218
vanilla,0.92,0.1320754716981132,219
multiple,0.86,0.044444444444444446,219
vanilla,0.82,0.023809523809523808,220
multiple,0.88,0,220
