method,power,fdp,seed
vanilla,0.92,0.08,311
multiple,0.86,0,311
vanilla,0.84,0.023255813953488372,312
multiple,0.88,0,312
vanilla,0.94,0.0784313725490196,313
multiple,0.84,0.023255813953488372,313
vanilla,0.96,0.058823529411764705,314
multiple,0.98,0.02,314
vanilla,0.94,0.06,315
multiple,0.96,0.07692307692307693,315
