method,power,fdp,seed
vanilla,0.94,0.0784313725490196,36
multiple,0.94,0.020833333333333332,36
vanilla,0.9,0.11764705882352941,37
multiple,0.62,0,37
vanilla,0.92,0.08,38
multiple,0,0,38
vanilla,0.94,0.12962962962962962,39
multiple,0.88,0.043478260869565216,39
vanilla,0.86,0.10416666666666667,40
multiple,0.9,0.021739130434782608,40
