method,power,fdp,seed
vanilla,0.94,0.0784313725490196,16
multiple,0.98,0.02,16
vanilla,0.98,0.14035087719298245,17
multiple,1,0.0196078431372549,17
vanilla,0.94,0.11320754716981132,18
multiple,1,0.038461538461538464,18
vanilla,0.96,0.058823529411764705,19
multiple,1,0,19
vanilla,1,0.13793103448275862,20
multiple,0.98,0.07547169811320754,20
