method,power,fdp,seed
vanilla,0.98,0.15517241379310345,401
multiple,1,0.038461538461538464,401
vanilla,0.94,0.09615384615384616,402
multiple,1,0.07407407407407407,402
vanilla,0.98,0.125,403
multiple,1,0.05660377358490566,403
vanilla,1,0.09090909090909091,404
multiple,0.98,0,404
vanilla,0.98,0.057692307692307696,405
multiple,1,0.0196078431372549,405
