method,power,fdp,seed
vanilla,1,0.09090909090909091,266
multiple,1,0.0196078431372549,266
vanilla,1,0.038461538461538464,267
multiple,1,0,267
vanilla,0.9,0.021739130434782608,268
multiple,1,0.05660377358490566,268
vanilla,0.9,0.0625,269
multiple,0.98,0.02,269
vanilla,1,0.05660377358490566,270
multiple,0.98,0.0392156862745098,270
