method,power,fdp,seed
vanilla,0.9,0.021739130434782608,351
multiple,0.82,0,351
vanilla,0.92,0.17857142857142858,352
multiple,0.84,0.023255813953488372,352
vanilla,0.88,0.022222222222222223,353
multiple,0.86,0,353
vanilla,1,0.09090909090909091,354
multiple,0.92,0.02127659574468085,354
vanilla,0.84,0.045454545454545456,355
multiple,0.92,0.02127659574468085,355
