method,power,fdp,seed
vanilla,0.64,0.08571428571428572,141
multiple,0.82,0.06818181818181818,141
vanilla,0.66,0.029411764705882353,142
multiple,0.84,0.023255813953488372,142
vanilla,0.94,0.24193548387096775,143
multiple,0.94,0.04081632653061224,143
vanilla,0.84,0,144
multiple,0.82,0,144
vanilla,0.88,0.022222222222222223,145
multiple,0.88,0,145
