method,power,fdp,seed
vanilla,1,0.05660377358490566,261
multiple,0.96,0,261
vanilla,0.96,0.21311475409836064,262
multiple,0.98,0.02,262
vanilla,0.92,0.08,263
multiple,0.88,0,263
vanilla,0.96,0.07692307692307693,264
multiple,0.94,0.04081632653061224,264
vanilla,0.98,0.057692307692307696,265
multiple,1,0,265
