method,power,fdp,seed
vanilla,0.9,0.11764705882352941,206
multiple,1,0.05660377358490566,206
vanilla,0.96,0.04,207
multiple,0.88,0,207
vanilla,0.98,0.057692307692307696,208
multiple,0.94,0.020833333333333332,208
vanilla,0.92,0.11538461538461539,209
multiple,0.92,0.02127659574468085,209
vanilla,0.94,0.0784313725490196,210
multiple,1,0.038461538461538464,210
