method,power,fdp,seed
vanilla,0.96,0.04,61
multiple,0.94,0,61
vanilla,1,0.3055555555555556,62
multiple,0.92,0.041666666666666664,62
vanilla,0.96,0.14285714285714285,63
multiple,1,0.10714285714285714,63
vanilla,0.98,0.07547169811320754,64
multiple,1,0.05660377358490566,64
vanilla,0.86,0.0851063829787234,65
multiple,0.88,0.022222222222222223,65
