method,power,fdp,seed
vanilla,0.96,0.21311475409836064,156
multiple,0.92,0.041666666666666664,156
vanilla,0.82,0.046511627906976744,157
multiple,0.9,0.0625,157
vanilla,0.92,0.08,158
multiple,0.84,0.045454545454545456,158
vanilla,0.78,0.025,159
multiple,0.68,0,159
vanilla,0.76,0.09523809523809523,160
multiple,0.88,0.10204081632653061,160
