method,power,fdp,seed
vanilla,0.96,0.04,451
multiple,1,0,451
vanilla,0.86,0.044444444444444446,452
multiple,0.9,0.021739130434782608,452
vanilla,0.92,0.09803921568627451,453
multiple,0.92,0,453
vanilla,1,0.038461538461538464,454
multiple,0.94,0,454
vanilla,0.84,0.08695652173913043,455
multiple,0.84,0,455
