method,power,fdp,seed
vanilla,0.98,0.18333333333333332,331
multiple,1,0.038461538461538464,331
vanilla,0.96,0.15789473684210525,332
multiple,0.98,0.0392156862745098,332
vanilla,1,0.20634920634920634,333
multiple,1,0.0196078431372549,333
vanilla,0.98,0.057692307692307696,334
multiple,1,0,334
vanilla,0.98,0.07547169811320754,335
multiple,1,0.038461538461538464,335
