method,power,fdp,seed
vanilla,0.88,0.022222222222222223,421
multiple,1,0.0196078431372549,421
vanilla,1,0.09090909090909091,422
multiple,1,0.0196078431372549,422
vanilla,0.94,0.0784313725490196,423
multiple,0.94,0.06,423
vanilla,0.96,0.1111111111111111,424
multiple,0.96,0.07692307692307693,424
vanilla,0.96,0.07692307692307693,425
multiple,0.98,0.0392156862745098,425
