method,power,fdp,seed
vanilla,0.9,0.11764705882352941,121
multiple,0.9,0.0425531914893617,121
vanilla,0.98,0.10909090909090909,122
multiple,0.96,0.02040816326530612,122
vanilla,0.88,0.022222222222222223,123
multiple,0.82,0,123
vanilla,0.96,0.09433962264150944,124
multiple,0.98,0.0392156862745098,124
vanilla,0.92,0.14814814814814814,125
multiple,0.94,0.04081632653061224,125
