method,power,fdp,seed
vanilla,0.92,0.08,401
multiple,1,0.0196078431372549,401
vanilla,1,0.16666666666666666,402
multiple,1,0.05660377358490566,402
vanilla,1,0.09090909090909091,403
multiple,1,0.05660377358490566,403
vanilla,1,0.038461538461538464,404
multiple,1,0.0196078431372549,404
vanilla,0.98,0.0392156862745098,405
multiple,1,0,405
