method,power,fdp,seed
vanilla,0.98,0.0392156862745098,76
multiple,1,0,76
vanilla,0.98,0.09259259259259259,77
multiple,1,0.05660377358490566,77
vanilla,0.96,0.1111111111111111,78
multiple,1,0.038461538461538464,78
vanilla,0.98,0.02,79
multiple,1,0.0196078431372549,79
vanilla,0.94,0.04081632653061224,80
multiple,1,0,80
