method,power,fdp,seed
vanilla,0.96,0.058823529411764705,101
multiple,1,0.0196078431372549,101
vanilla,0.98,0.125,102
multiple,1,0.09090909090909091,102
vanilla,1,0.16666666666666666,103
multiple,1,0.05660377358490566,103
vanilla,1,0.038461538461538464,104
multiple,0.98,0,104
vanilla,0.98,0.20967741935483872,105
multiple,0.98,0,105
