method,power,fdp,seed
vanilla,0.94,0.0784313725490196,321
multiple,0.98,0.02,321
vanilla,1,0.18032786885245902,322
multiple,0.98,0,322
vanilla,0.78,0.025,323
multiple,0.96,0.04,323
vanilla,0.96,0.09433962264150944,324
multiple,0.96,0.04,324
vanilla,0.96,0.04,325
multiple,0.98,0.0392156862745098,325
