method,power,fdp,seed
vanilla,0.92,0.041666666666666664,121
multiple,1,0.038461538461538464,121
vanilla,0.94,0.11320754716981132,122
multiple,1,0.0196078431372549,122
vanilla,0.9,0.021739130434782608,123
multiple,0.96,0,123
vanilla,0.96,0.07692307692307693,124
multiple,1,0.038461538461538464,124
vanilla,0.96,0.12727272727272726,125
multiple,0.96,0,125
