method,power,fdp,v
mkn,0.9875,0.04819277108433735,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.7625,0,0.5
pkn,0.9,0,0.75
pkn,0.925,0,1
pkn,0.9375,0,1.25
pkn,0.9375,0,1.5
pkn,0.9375,0.013157894736842105,1.75
pkn,0.9625,0.02531645569620253,2
pkn,0.9625,0.02531645569620253,2.25
pkn,0.9875,0.036585365853658534,2.5
pkn,0.975,0.037037037037037035,2.75
pkn,0.9875,0.04819277108433735,3
pkn,0.9875,0.04819277108433735,3.25
pkn,0.9875,0.04819277108433735,3.5
pkn,0.9875,0.04819277108433735,3.75
pkn,0.9875,0.04819277108433735,4
pkn,0.9875,0.05952380952380952,4.25
pkn,0.9875,0.05952380952380952,4.5
pkn,0.9875,0.05952380952380952,4.75
pkn,0.9875,0.07058823529411765,5
