method,power,fdp,v
mkn,0.9375,0.05063291139240506,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.6125,0,0.5
pkn,0.7875,0,0.75
pkn,0.825,0,1
pkn,0.8375,0,1.25
pkn,0.8625,0.014285714285714285,1.5
pkn,0.875,0.0410958904109589,1.75
pkn,0.9125,0.039473684210526314,2
pkn,0.9125,0.039473684210526314,2.25
pkn,0.9375,0.05063291139240506,2.5
pkn,0.9375,0.05063291139240506,2.75
pkn,0.9375,0.05063291139240506,3
pkn,0.9375,0.05063291139240506,3.25
pkn,0.9375,0.05063291139240506,3.5
pkn,0.9375,0.05063291139240506,3.75
pkn,0.9375,0.05063291139240506,4
pkn,0.9375,0.05063291139240506,4.25
pkn,0.9375,0.0625,4.5
pkn,0.9375,0.0625,4.75
pkn,0.9375,0.0625,5
