method,power,fdp,v
mkn,0.4125,0.13157894736842105,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.2875,0.041666666666666664,0.75
pkn,0.35,0.06666666666666667,1
pkn,0.375,0.09090909090909091,1.25
pkn,0.4,0.1111111111111111,1.5
pkn,0.425,0.10526315789473684,1.75
pkn,0.425,0.1282051282051282,2
pkn,0.45,0.12195121951219512,2.25
pkn,0.45,0.12195121951219512,2.5
pkn,0.4625,0.11904761904761904,2.75
pkn,0.4625,0.11904761904761904,3
pkn,0.4625,0.11904761904761904,3.25
pkn,0.4625,0.11904761904761904,3.5
pkn,0.4625,0.11904761904761904,3.75
pkn,0.475,0.13636363636363635,4
pkn,0.4875,0.13333333333333333,4.25
pkn,0.4875,0.13333333333333333,4.5
pkn,0.4875,0.13333333333333333,4.75
pkn,0.5,0.2,5
