method,power,fdp,v
mkn,0.9375,0.025974025974025976,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.7375,0,0.5
pkn,0.85,0,0.75
pkn,0.9,0.0136986301369863,1
pkn,0.9,0.0136986301369863,1.25
pkn,0.9,0.0136986301369863,1.5
pkn,0.9,0.0136986301369863,1.75
pkn,0.9125,0.02666666666666667,2
pkn,0.9125,0.02666666666666667,2.25
pkn,0.925,0.02631578947368421,2.5
pkn,0.925,0.02631578947368421,2.75
pkn,0.9375,0.025974025974025976,3
pkn,0.9375,0.025974025974025976,3.25
pkn,0.9375,0.025974025974025976,3.5
pkn,0.9375,0.025974025974025976,3.75
pkn,0.9375,0.025974025974025976,4
pkn,0.9375,0.025974025974025976,4.25
pkn,0.9375,0.025974025974025976,4.5
pkn,0.9375,0.038461538461538464,4.75
pkn,0.9375,0.038461538461538464,5
