method,power,fdp,v
mkn,0.55,0.022222222222222223,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.2125,0,0.5
pkn,0.35,0,0.75
pkn,0.45,0,1
pkn,0.4875,0,1.25
pkn,0.5,0,1.5
pkn,0.525,0,1.75
pkn,0.5375,0,2
pkn,0.55,0.022222222222222223,2.25
pkn,0.5875,0.020833333333333332,2.5
pkn,0.5875,0.020833333333333332,2.75
pkn,0.5875,0.020833333333333332,3
pkn,0.5875,0.020833333333333332,3.25
pkn,0.5875,0.04081632653061224,3.5
pkn,0.5875,0.04081632653061224,3.75
pkn,0.5875,0.0784313725490196,4
pkn,0.5875,0.09615384615384616,4.25
pkn,0.5875,0.11320754716981132,4.5
pkn,0.6,0.1111111111111111,4.75
pkn,0.6,0.12727272727272726,5
