method,power,fdp,v
mkn,0.7,0.05084745762711865,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.15,0,0.5
pkn,0.425,0.02857142857142857,0.75
pkn,0.55,0.022222222222222223,1
pkn,0.5875,0.020833333333333332,1.25
pkn,0.6125,0.02,1.5
pkn,0.6625,0.018518518518518517,1.75
pkn,0.6875,0.017857142857142856,2
pkn,0.7,0.017543859649122806,2.25
pkn,0.7,0.017543859649122806,2.5
pkn,0.7125,0.05,2.75
pkn,0.7125,0.05,3
pkn,0.725,0.04918032786885246,3.25
pkn,0.725,0.04918032786885246,3.5
pkn,0.7375,0.06349206349206349,3.75
pkn,0.75,0.0625,4
pkn,0.75,0.0625,4.25
pkn,0.7625,0.06153846153846154,4.5
pkn,0.775,0.07462686567164178,4.75
pkn,0.775,0.07462686567164178,5
