method,power,fdp,v
mkn,0.7625,0.031746031746031744,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.55,0,0.5
pkn,0.6,0,0.75
pkn,0.675,0,1
pkn,0.7,0,1.25
pkn,0.7125,0,1.5
pkn,0.725,0.01694915254237288,1.75
pkn,0.7375,0.03278688524590164,2
pkn,0.7375,0.03278688524590164,2.25
pkn,0.7625,0.031746031746031744,2.5
pkn,0.75,0.03225806451612903,2.75
pkn,0.7625,0.031746031746031744,3
pkn,0.7625,0.031746031746031744,3.25
pkn,0.775,0.046153846153846156,3.5
pkn,0.7875,0.03076923076923077,3.75
pkn,0.8125,0.04411764705882353,4
pkn,0.8125,0.04411764705882353,4.25
pkn,0.8125,0.04411764705882353,4.5
pkn,0.8125,0.04411764705882353,4.75
pkn,0.8125,0.04411764705882353,5
