method,power,fdp,v
mkn,0.7,0.05084745762711865,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.4,0,0.5
pkn,0.4625,0,0.75
pkn,0.55,0.022222222222222223,1
pkn,0.625,0.0196078431372549,1.25
pkn,0.6625,0.05357142857142857,1.5
pkn,0.6625,0.05357142857142857,1.75
pkn,0.675,0.05263157894736842,2
pkn,0.675,0.05263157894736842,2.25
pkn,0.6875,0.05172413793103448,2.5
pkn,0.7,0.05084745762711865,2.75
pkn,0.7,0.06666666666666667,3
pkn,0.7,0.06666666666666667,3.25
pkn,0.7125,0.06557377049180328,3.5
pkn,0.7125,0.06557377049180328,3.75
pkn,0.725,0.06451612903225806,4
pkn,0.7375,0.06349206349206349,4.25
pkn,0.7375,0.06349206349206349,4.5
pkn,0.7375,0.078125,4.75
pkn,0.75,0.09090909090909091,5
