method,power,fdp,v
mkn,0.85,0.02857142857142857,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.65,0.018867924528301886,0.75
pkn,0.725,0.01694915254237288,1
pkn,0.725,0.01694915254237288,1.25
pkn,0.725,0.01694915254237288,1.5
pkn,0.7875,0.03076923076923077,1.75
pkn,0.7875,0.03076923076923077,2
pkn,0.8,0.030303030303030304,2.25
pkn,0.825,0.029411764705882353,2.5
pkn,0.8125,0.029850746268656716,2.75
pkn,0.825,0.029411764705882353,3
pkn,0.825,0.029411764705882353,3.25
pkn,0.825,0.029411764705882353,3.5
pkn,0.825,0.043478260869565216,3.75
pkn,0.85,0.04225352112676056,4
pkn,0.8625,0.041666666666666664,4.25
pkn,0.875,0.0410958904109589,4.5
pkn,0.875,0.0410958904109589,4.75
pkn,0.875,0.05405405405405406,5
