method,power,fdp,v
mkn,0.45,0.07692307692307693,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.0875,0,0.5
pkn,0.2,0.058823529411764705,0.75
pkn,0.35,0.0967741935483871,1
pkn,0.35,0.0967741935483871,1.25
pkn,0.375,0.09090909090909091,1.5
pkn,0.45,0.07692307692307693,1.75
pkn,0.45,0.1,2
pkn,0.45,0.12195121951219512,2.25
pkn,0.45,0.12195121951219512,2.5
pkn,0.475,0.11627906976744186,2.75
pkn,0.475,0.11627906976744186,3
pkn,0.4875,0.11363636363636363,3.25
pkn,0.4875,0.11363636363636363,3.5
pkn,0.5125,0.10869565217391304,3.75
pkn,0.525,0.125,4
pkn,0.5375,0.12244897959183673,4.25
pkn,0.55,0.12,4.5
pkn,0.55,0.12,4.75
pkn,0.55,0.13725490196078433,5
