method,power,fdp,v
mkn,0.55,0.022222222222222223,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.075,0,0.5
pkn,0.325,0,0.75
pkn,0.35,0.034482758620689655,1
pkn,0.3875,0.03125,1.25
pkn,0.45,0.02702702702702703,1.5
pkn,0.4375,0.027777777777777776,1.75
pkn,0.5375,0.022727272727272728,2
pkn,0.5375,0.022727272727272728,2.25
pkn,0.5375,0.022727272727272728,2.5
pkn,0.6,0.02040816326530612,2.75
pkn,0.6125,0.02,3
pkn,0.625,0.0196078431372549,3.25
pkn,0.6375,0.019230769230769232,3.5
pkn,0.6375,0.03773584905660377,3.75
pkn,0.6375,0.03773584905660377,4
pkn,0.6375,0.03773584905660377,4.25
pkn,0.6375,0.03773584905660377,4.5
pkn,0.6375,0.03773584905660377,4.75
pkn,0.6375,0.03773584905660377,5
