method,power,fdp,v
mkn,0.4875,0.04878048780487805,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.375,0,0.75
pkn,0.4125,0,1
pkn,0.4375,0,1.25
pkn,0.4375,0,1.5
pkn,0.475,0.05,1.75
pkn,0.4875,0.04878048780487805,2
pkn,0.4875,0.04878048780487805,2.25
pkn,0.5,0.047619047619047616,2.5
pkn,0.5125,0.046511627906976744,2.75
pkn,0.525,0.06666666666666667,3
pkn,0.525,0.06666666666666667,3.25
pkn,0.525,0.06666666666666667,3.5
pkn,0.525,0.06666666666666667,3.75
pkn,0.5375,0.06521739130434782,4
pkn,0.55,0.06382978723404255,4.25
pkn,0.5375,0.06521739130434782,4.5
pkn,0.5625,0.0625,4.75
pkn,0.5625,0.0625,5
