method,power,fdp,v
mkn,0.7,0.017543859649122806,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.3625,0,0.5
pkn,0.4875,0,0.75
pkn,0.575,0,1
pkn,0.6,0,1.25
pkn,0.6125,0.02,1.5
pkn,0.65,0.018867924528301886,1.75
pkn,0.6625,0.018518518518518517,2
pkn,0.6875,0.017857142857142856,2.25
pkn,0.7,0.017543859649122806,2.5
pkn,0.7,0.017543859649122806,2.75
pkn,0.7,0.017543859649122806,3
pkn,0.7,0.017543859649122806,3.25
pkn,0.7,0.034482758620689655,3.5
pkn,0.7125,0.03389830508474576,3.75
pkn,0.7375,0.06349206349206349,4
pkn,0.7375,0.06349206349206349,4.25
pkn,0.75,0.0625,4.5
pkn,0.7625,0.06153846153846154,4.75
pkn,0.775,0.06060606060606061,5
