method,power,fdp,v
mkn,0.6375,0.03773584905660377,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.4,0.030303030303030304,0.75
pkn,0.5125,0.023809523809523808,1
pkn,0.5125,0.023809523809523808,1.25
pkn,0.5125,0.023809523809523808,1.5
pkn,0.575,0.041666666666666664,1.75
pkn,0.6,0.04,2
pkn,0.625,0.038461538461538464,2.25
pkn,0.65,0.037037037037037035,2.5
pkn,0.6375,0.03773584905660377,2.75
pkn,0.65,0.037037037037037035,3
pkn,0.6625,0.03636363636363636,3.25
pkn,0.675,0.03571428571428571,3.5
pkn,0.6875,0.03508771929824561,3.75
pkn,0.6875,0.03508771929824561,4
pkn,0.7,0.034482758620689655,4.25
pkn,0.7,0.05084745762711865,4.5
pkn,0.7,0.05084745762711865,4.75
pkn,0.7,0.08196721311475409,5
