method,power,fdp,v
mkn,0.7625,0.016129032258064516,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.2,0,0.5
pkn,0.65,0,0.75
pkn,0.675,0.01818181818181818,1
pkn,0.675,0.01818181818181818,1.25
pkn,0.7,0.017543859649122806,1.5
pkn,0.675,0.01818181818181818,1.75
pkn,0.7375,0.016666666666666666,2
pkn,0.7375,0.016666666666666666,2.25
pkn,0.75,0.01639344262295082,2.5
pkn,0.7625,0.016129032258064516,2.75
pkn,0.775,0.015873015873015872,3
pkn,0.7875,0.015625,3.25
pkn,0.8125,0.029850746268656716,3.5
pkn,0.8,0.030303030303030304,3.75
pkn,0.8375,0.028985507246376812,4
pkn,0.8375,0.028985507246376812,4.25
pkn,0.8375,0.028985507246376812,4.5
pkn,0.8375,0.028985507246376812,4.75
pkn,0.8375,0.028985507246376812,5
