method,power,fdp,v
mkn,0.775,0.015873015873015872,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.625,0,0.75
pkn,0.6625,0,1
pkn,0.725,0,1.25
pkn,0.7125,0.017241379310344827,1.5
pkn,0.7375,0.016666666666666666,1.75
pkn,0.75,0.01639344262295082,2
pkn,0.75,0.01639344262295082,2.25
pkn,0.7625,0.016129032258064516,2.5
pkn,0.7625,0.016129032258064516,2.75
pkn,0.7625,0.016129032258064516,3
pkn,0.7625,0.016129032258064516,3.25
pkn,0.775,0.015873015873015872,3.5
pkn,0.7875,0.015625,3.75
pkn,0.8,0.030303030303030304,4
pkn,0.8125,0.029850746268656716,4.25
pkn,0.8,0.030303030303030304,4.5
pkn,0.8125,0.029850746268656716,4.75
pkn,0.8125,0.04411764705882353,5
