method,power,fdp,v
mkn,0.55,0.043478260869565216,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.0625,0,0.5
pkn,0.2875,0.041666666666666664,0.75
pkn,0.35,0.034482758620689655,1
pkn,0.3875,0.03125,1.25
pkn,0.3875,0.03125,1.5
pkn,0.475,0.02564102564102564,1.75
pkn,0.525,0.045454545454545456,2
pkn,0.575,0.041666666666666664,2.25
pkn,0.55,0.043478260869565216,2.5
pkn,0.5875,0.04081632653061224,2.75
pkn,0.6,0.04,3
pkn,0.6,0.04,3.25
pkn,0.6125,0.057692307692307696,3.5
pkn,0.6125,0.057692307692307696,3.75
pkn,0.625,0.07407407407407407,4
pkn,0.625,0.07407407407407407,4.25
pkn,0.6375,0.07272727272727272,4.5
pkn,0.6375,0.07272727272727272,4.75
pkn,0.65,0.07142857142857142,5
