method,power,fdp,v
mkn,0.4,0.030303030303030304,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.25,0,0.75
pkn,0.35,0,1
pkn,0.375,0.03225806451612903,1.25
pkn,0.3875,0.03125,1.5
pkn,0.4,0.030303030303030304,1.75
pkn,0.4,0.030303030303030304,2
pkn,0.4,0.030303030303030304,2.25
pkn,0.4,0.030303030303030304,2.5
pkn,0.4125,0.029411764705882353,2.75
pkn,0.4125,0.029411764705882353,3
pkn,0.4125,0.029411764705882353,3.25
pkn,0.4125,0.029411764705882353,3.5
pkn,0.4125,0.029411764705882353,3.75
pkn,0.425,0.05555555555555555,4
pkn,0.45,0.05263157894736842,4.25
pkn,0.475,0.05,4.5
pkn,0.4625,0.05128205128205128,4.75
pkn,0.475,0.05,5
