method,power,fdp,v
mkn,0.3125,0.038461538461538464,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.2375,0.05,0.75
pkn,0.2875,0.041666666666666664,1
pkn,0.3125,0.038461538461538464,1.25
pkn,0.325,0.037037037037037035,1.5
pkn,0.3875,0.06060606060606061,1.75
pkn,0.4,0.058823529411764705,2
pkn,0.4125,0.05714285714285714,2.25
pkn,0.425,0.05555555555555555,2.5
pkn,0.425,0.05555555555555555,2.75
pkn,0.425,0.05555555555555555,3
pkn,0.425,0.05555555555555555,3.25
pkn,0.4625,0.05128205128205128,3.5
pkn,0.475,0.05,3.75
pkn,0.4875,0.04878048780487805,4
pkn,0.4875,0.04878048780487805,4.25
pkn,0.5,0.047619047619047616,4.5
pkn,0.5,0.047619047619047616,4.75
pkn,0.5,0.047619047619047616,5
