method,power,fdp,v
mkn,0.7625,0.016129032258064516,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.3375,0,0.5
pkn,0.5,0,0.75
pkn,0.6375,0,1
pkn,0.675,0,1.25
pkn,0.6875,0,1.5
pkn,0.7125,0.017241379310344827,1.75
pkn,0.7125,0.017241379310344827,2
pkn,0.725,0.01694915254237288,2.25
pkn,0.7375,0.016666666666666666,2.5
pkn,0.75,0.01639344262295082,2.75
pkn,0.75,0.01639344262295082,3
pkn,0.75,0.01639344262295082,3.25
pkn,0.75,0.01639344262295082,3.5
pkn,0.7625,0.016129032258064516,3.75
pkn,0.775,0.015873015873015872,4
pkn,0.775,0.015873015873015872,4.25
pkn,0.7875,0.015625,4.5
pkn,0.7875,0.015625,4.75
pkn,0.7875,0.015625,5
