method,power,fdp,v
mkn,0.5875,0.020833333333333332,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.2625,0,0.5
pkn,0.375,0,0.75
pkn,0.475,0.02564102564102564,1
pkn,0.4875,0.025,1.25
pkn,0.5375,0.022727272727272728,1.5
pkn,0.575,0.02127659574468085,1.75
pkn,0.575,0.02127659574468085,2
pkn,0.575,0.041666666666666664,2.25
pkn,0.575,0.041666666666666664,2.5
pkn,0.6,0.04,2.75
pkn,0.625,0.038461538461538464,3
pkn,0.625,0.038461538461538464,3.25
pkn,0.6375,0.03773584905660377,3.5
pkn,0.625,0.05660377358490566,3.75
pkn,0.6375,0.05555555555555555,4
pkn,0.6375,0.05555555555555555,4.25
pkn,0.6375,0.05555555555555555,4.5
pkn,0.65,0.05454545454545454,4.75
pkn,0.65,0.05454545454545454,5
