method,power,fdp,v
mkn,0.325,0.037037037037037035,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.225,0.05263157894736842,0.75
pkn,0.275,0.043478260869565216,1
pkn,0.325,0.037037037037037035,1.25
pkn,0.325,0.037037037037037035,1.5
pkn,0.375,0.0625,1.75
pkn,0.3875,0.06060606060606061,2
pkn,0.4375,0.05405405405405406,2.25
pkn,0.45,0.05263157894736842,2.5
pkn,0.45,0.05263157894736842,2.75
pkn,0.45,0.05263157894736842,3
pkn,0.475,0.05,3.25
pkn,0.4625,0.05128205128205128,3.5
pkn,0.475,0.05,3.75
pkn,0.475,0.05,4
pkn,0.4875,0.04878048780487805,4.25
pkn,0.4875,0.04878048780487805,4.5
pkn,0.5,0.06976744186046512,4.75
pkn,0.5,0.09090909090909091,5
