method,power,fdp,v
mkn,0.45,0.02702702702702703,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.175,0,0.5
pkn,0.2625,0,0.75
pkn,0.35,0.034482758620689655,1
pkn,0.3625,0.03333333333333333,1.25
pkn,0.4125,0.029411764705882353,1.5
pkn,0.4375,0.027777777777777776,1.75
pkn,0.45,0.02702702702702703,2
pkn,0.475,0.02564102564102564,2.25
pkn,0.4875,0.04878048780487805,2.5
pkn,0.4875,0.04878048780487805,2.75
pkn,0.4875,0.04878048780487805,3
pkn,0.4875,0.04878048780487805,3.25
pkn,0.5,0.047619047619047616,3.5
pkn,0.525,0.045454545454545456,3.75
pkn,0.55,0.06382978723404255,4
pkn,0.55,0.08333333333333333,4.25
pkn,0.5625,0.08163265306122448,4.5
pkn,0.5625,0.11764705882352941,4.75
pkn,0.5625,0.11764705882352941,5
