method,power,fdp,v
mkn,0.3375,0.03571428571428571,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.1125,0,0.5
pkn,0.2375,0,0.75
pkn,0.3,0,1
pkn,0.3125,0,1.25
pkn,0.325,0.037037037037037035,1.5
pkn,0.3625,0.03333333333333333,1.75
pkn,0.3625,0.03333333333333333,2
pkn,0.375,0.03225806451612903,2.25
pkn,0.3875,0.06060606060606061,2.5
pkn,0.4,0.058823529411764705,2.75
pkn,0.4,0.058823529411764705,3
pkn,0.4125,0.05714285714285714,3.25
pkn,0.425,0.08108108108108109,3.5
pkn,0.425,0.08108108108108109,3.75
pkn,0.425,0.08108108108108109,4
pkn,0.45,0.07692307692307693,4.25
pkn,0.4625,0.075,4.5
pkn,0.4875,0.09302325581395349,4.75
pkn,0.5,0.09090909090909091,5
