method,power,fdp,v
mkn,0.875,0.027777777777777776,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.65,0,0.75
pkn,0.725,0.01694915254237288,1
pkn,0.7375,0.016666666666666666,1.25
pkn,0.7875,0.015625,1.5
pkn,0.7875,0.015625,1.75
pkn,0.8125,0.015151515151515152,2
pkn,0.825,0.014925373134328358,2.25
pkn,0.825,0.014925373134328358,2.5
pkn,0.825,0.014925373134328358,2.75
pkn,0.85,0.014492753623188406,3
pkn,0.85,0.014492753623188406,3.25
pkn,0.875,0.014084507042253521,3.5
pkn,0.875,0.027777777777777776,3.75
pkn,0.875,0.027777777777777776,4
pkn,0.875,0.027777777777777776,4.25
pkn,0.875,0.027777777777777776,4.5
pkn,0.875,0.0410958904109589,4.75
pkn,0.875,0.0410958904109589,5
