method,power,fdp,v
mkn,0.425,0.05555555555555555,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.1875,0,0.5
pkn,0.3125,0,0.75
pkn,0.325,0,1
pkn,0.3375,0,1.25
pkn,0.3875,0.03125,1.5
pkn,0.4375,0.05405405405405406,1.75
pkn,0.45,0.05263157894736842,2
pkn,0.4625,0.05128205128205128,2.25
pkn,0.475,0.09523809523809523,2.5
pkn,0.4875,0.09302325581395349,2.75
pkn,0.4875,0.09302325581395349,3
pkn,0.5,0.09090909090909091,3.25
pkn,0.5,0.09090909090909091,3.5
pkn,0.525,0.08695652173913043,3.75
pkn,0.5375,0.0851063829787234,4
pkn,0.5375,0.0851063829787234,4.25
pkn,0.55,0.08333333333333333,4.5
pkn,0.5625,0.1,4.75
pkn,0.575,0.09803921568627451,5
