method,power,fdp,v
mkn,0.975,0.07142857142857142,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.9375,0.025974025974025976,0.75
pkn,0.9375,0.038461538461538464,1
pkn,0.9375,0.038461538461538464,1.25
pkn,0.95,0.0379746835443038,1.5
pkn,0.95,0.0379746835443038,1.75
pkn,0.95,0.0379746835443038,2
pkn,0.95,0.0379746835443038,2.25
pkn,0.9625,0.0375,2.5
pkn,0.9625,0.04938271604938271,2.75
pkn,0.9625,0.04938271604938271,3
pkn,0.9625,0.04938271604938271,3.25
pkn,0.975,0.060240963855421686,3.5
pkn,0.975,0.060240963855421686,3.75
pkn,0.975,0.07142857142857142,4
pkn,0.975,0.08235294117647059,4.25
pkn,0.975,0.08235294117647059,4.5
pkn,0.975,0.08235294117647059,4.75
pkn,0.975,0.08235294117647059,5
