method,power,fdp,v
mkn,0.3375,0.03571428571428571,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.1,0,0.5
pkn,0.2375,0,0.75
pkn,0.2625,0,1
pkn,0.3125,0,1.25
pkn,0.3375,0,1.5
pkn,0.3375,0.03571428571428571,1.75
pkn,0.3625,0.03333333333333333,2
pkn,0.3625,0.03333333333333333,2.25
pkn,0.375,0.03225806451612903,2.5
pkn,0.375,0.03225806451612903,2.75
pkn,0.3875,0.06060606060606061,3
pkn,0.4,0.058823529411764705,3.25
pkn,0.4,0.058823529411764705,3.5
pkn,0.4,0.058823529411764705,3.75
pkn,0.4,0.058823529411764705,4
pkn,0.4,0.058823529411764705,4.25
pkn,0.4125,0.05714285714285714,4.5
pkn,0.425,0.08108108108108109,4.75
pkn,0.425,0.08108108108108109,5
