method,power,fdp,v
mkn,0.725,0.01694915254237288,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.525,0,0.75
pkn,0.5875,0,1
pkn,0.65,0,1.25
pkn,0.65,0,1.5
pkn,0.7,0.017543859649122806,1.75
pkn,0.725,0.01694915254237288,2
pkn,0.725,0.01694915254237288,2.25
pkn,0.725,0.01694915254237288,2.5
pkn,0.7375,0.016666666666666666,2.75
pkn,0.75,0.01639344262295082,3
pkn,0.75,0.01639344262295082,3.25
pkn,0.7625,0.016129032258064516,3.5
pkn,0.7625,0.016129032258064516,3.75
pkn,0.775,0.015873015873015872,4
pkn,0.775,0.015873015873015872,4.25
pkn,0.775,0.015873015873015872,4.5
pkn,0.775,0.015873015873015872,4.75
pkn,0.775,0.015873015873015872,5
