method,power,fdp,v
mkn,0.5625,0.0625,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.1875,0,0.5
pkn,0.3875,0,0.75
pkn,0.4125,0,1
pkn,0.45,0,1.25
pkn,0.525,0.023255813953488372,1.5
pkn,0.5375,0.044444444444444446,1.75
pkn,0.5625,0.0625,2
pkn,0.575,0.061224489795918366,2.25
pkn,0.575,0.061224489795918366,2.5
pkn,0.5875,0.06,2.75
pkn,0.6125,0.07547169811320754,3
pkn,0.6125,0.07547169811320754,3.25
pkn,0.6125,0.09259259259259259,3.5
pkn,0.6125,0.09259259259259259,3.75
pkn,0.625,0.09090909090909091,4
pkn,0.625,0.09090909090909091,4.25
pkn,0.625,0.09090909090909091,4.5
pkn,0.625,0.09090909090909091,4.75
pkn,0.675,0.1,5
