method,power,fdp,v
mkn,0.9625,0.06097560975609756,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.7625,0,0.5
pkn,0.8875,0,0.75
pkn,0.95,0.0379746835443038,1
pkn,0.95,0.0379746835443038,1.25
pkn,0.95,0.0379746835443038,1.5
pkn,0.9625,0.04938271604938271,1.75
pkn,0.9625,0.04938271604938271,2
pkn,0.9625,0.06097560975609756,2.25
pkn,0.9625,0.06097560975609756,2.5
pkn,0.9625,0.06097560975609756,2.75
pkn,0.9625,0.06097560975609756,3
pkn,0.9625,0.06097560975609756,3.25
pkn,0.9625,0.06097560975609756,3.5
pkn,0.9625,0.06097560975609756,3.75
pkn,0.9625,0.06097560975609756,4
pkn,0.9625,0.06097560975609756,4.25
pkn,0.975,0.060240963855421686,4.5
pkn,0.975,0.060240963855421686,4.75
pkn,0.975,0.060240963855421686,5
